"PERIOD","UNI","FIELD","LEVEL","SEX","VALUE"
"2004/05","10","1","1","1","282"
"2004/05","10","1","1","2","61"
"2004/05","10","1","5","1","7"
"2004/05","10","2","1","1","1069"
"2004/05","10","2","1","2","54"
"2004/05","10","2","5","1","31"
"2004/05","10","2","5","2","2"
"2004/05","10","3","1","1","351"
"2004/05","10","3","1","2","212"
"2004/05","10","5","1","1","1644"
"2004/05","10","5","1","2","951"
"2004/05","10","5","5","1","480"
"2004/05","10","5","5","2","158"
"2004/05","10","6","1","1","286"
"2004/05","10","6","1","2","293"
"2004/05","10","6","5","1","8"
"2004/05","10","6","5","2","42"
"2004/05","10","8","1","1","398"
"2004/05","10","8","1","2","638"
"2004/05","10","8","5","1","7"
"2004/05","10","8","5","2","10"
"2004/05","10","11","1","1","51"
"2004/05","10","11","1","2","187"
"2004/05","10","12","1","1","131"
"2004/05","10","12","1","2","379"
"2004/05","10","12","5","1","11"
"2004/05","10","12","5","2","18"
"2004/05","10","13","1","1","60"
"2004/05","10","13","1","2","212"
"2004/05","10","13","5","1","49"
"2004/05","10","13","5","2","100"
"2004/05","10","15","1","1","443"
"2004/05","10","15","1","2","1479"
"2004/05","17","15","1","1","982"
"2004/05","17","15","1","2","3739"
"2004/05","17","15","5","1","12"
"2004/05","17","15","5","2","6"
"2004/05","18","8","1","1","868"
"2004/05","18","8","1","2","1022"
"2004/05","18","8","5","1","25"
"2004/05","18","8","5","2","20"
"2004/05","18","12","1","1","111"
"2004/05","18","12","1","2","210"
"2004/05","18","12","5","1","14"
"2004/05","18","12","5","2","29"
"2005/06","1","1","1","1","257"
"2005/06","1","1","1","2","58"
"2005/06","1","1","2","1","109"
"2005/06","1","1","2","2","17"
"2005/06","1","1","3","1","7"
"2005/06","1","1","3","2","2"
"2005/06","1","1","5","1","28"
"2005/06","1","1","5","2","15"
"2005/06","1","2","1","1","853"
"2005/06","1","2","1","2","43"
"2005/06","1","2","2","1","355"
"2005/06","1","2","2","2","21"
"2005/06","1","2","5","1","411"
"2005/06","1","2","5","2","36"
"2005/06","1","3","1","1","19"
"2005/06","1","3","1","2","4"
"2005/06","1","3","2","1","1"
"2005/06","1","3","2","2","2"
"2005/06","1","4","1","1","165"
"2005/06","1","4","1","2","56"
"2005/06","1","4","2","1","56"
"2005/06","1","4","2","2","18"
"2005/06","1","5","1","1","378"
"2005/06","1","5","1","2","181"
"2005/06","1","5","2","1","177"
"2005/06","1","5","2","2","89"
"2005/06","1","5","5","1","264"
"2005/06","1","5","5","2","61"
"2005/06","1","6","1","1","30"
"2005/06","1","6","1","2","71"
"2005/06","1","6","2","1","16"
"2005/06","1","6","2","2","34"
"2005/06","1","7","1","1","31"
"2005/06","1","7","1","2","18"
"2005/06","1","7","2","1","16"
"2005/06","1","7","2","2","11"
"2005/06","1","7","5","1","10"
"2005/06","1","8","1","1","179"
"2005/06","1","8","1","2","192"
"2005/06","1","8","2","1","59"
"2005/06","1","8","2","2","66"
"2005/06","1","12","1","1","55"
"2005/06","1","12","1","2","168"
"2005/06","1","12","2","1","13"
"2005/06","1","12","2","2","64"
"2005/06","1","99","5","1","46"
"2005/06","1","99","5","2","69"
"2005/06","3","1","1","1","559"
"2005/06","3","1","1","2","186"
"2005/06","3","1","3","1","7"
"2005/06","3","1","3","2","1"
"2005/06","3","2","1","1","2584"
"2005/06","3","2","1","2","162"
"2005/06","3","2","5","1","107"
"2005/06","3","2","5","2","2"
"2005/06","3","3","1","1","305"
"2005/06","3","3","1","2","183"
"2005/06","3","4","1","1","52"
"2005/06","3","4","1","2","22"
"2005/06","3","5","1","1","1589"
"2005/06","3","5","1","2","1129"
"2005/06","3","5","2","1","423"
"2005/06","3","5","2","2","276"
"2005/06","3","5","5","1","210"
"2005/06","3","5","5","2","63"
"2005/06","3","6","1","1","188"
"2005/06","3","6","1","2","326"
"2005/06","3","6","2","1","2"
"2005/06","3","6","2","2","9"
"2005/06","3","6","5","1","18"
"2005/06","3","6","5","2","21"
"2005/06","3","12","1","1","400"
"2005/06","3","12","1","2","1209"
"2005/06","3","14","1","1","239"
"2005/06","3","14","1","2","1326"
"2005/06","3","15","1","1","4"
"2005/06","3","15","1","2","57"
"2005/06","4","1","1","1","139"
"2005/06","4","1","1","2","36"
"2005/06","4","1","2","1","67"
"2005/06","4","1","2","2","13"
"2005/06","4","1","5","1","45"
"2005/06","4","1","5","2","10"
"2005/06","4","2","1","1","870"
"2005/06","4","2","1","2","48"
"2005/06","4","2","2","1","408"
"2005/06","4","2","2","2","29"
"2005/06","4","2","5","1","143"
"2005/06","4","2","5","2","6"
"2005/06","4","3","1","1","62"
"2005/06","4","3","1","2","14"
"2005/06","4","3","2","1","31"
"2005/06","4","3","2","2","3"
"2005/06","4","5","1","1","600"
"2005/06","4","5","1","2","313"
"2005/06","4","5","2","1","383"
"2005/06","4","5","2","2","186"
"2005/06","4","5","5","1","430"
"2005/06","4","5","5","2","185"
"2005/06","4","6","1","1","148"
"2005/06","4","6","1","2","149"
"2005/06","4","6","2","1","63"
"2005/06","4","6","2","2","72"
"2005/06","4","6","5","1","7"
"2005/06","4","6","5","2","11"
"2005/06","4","8","1","1","41"
"2005/06","4","8","1","2","56"
"2005/06","4","8","2","1","11"
"2005/06","4","8","2","2","28"
"2005/06","4","12","1","1","85"
"2005/06","4","12","1","2","259"
"2005/06","4","12","2","1","48"
"2005/06","4","12","2","2","110"
"2005/06","4","13","1","1","10"
"2005/06","4","13","1","2","25"
"2005/06","4","13","2","1","22"
"2005/06","4","13","2","2","47"
"2005/06","4","15","1","1","86"
"2005/06","4","15","1","2","208"
"2005/06","4","15","2","1","42"
"2005/06","4","15","2","2","290"
"2005/06","5","1","1","1","134"
"2005/06","5","1","1","2","43"
"2005/06","5","1","2","1","53"
"2005/06","5","1","2","2","13"
"2005/06","5","1","3","1","13"
"2005/06","5","1","3","2","2"
"2005/06","5","2","1","1","413"
"2005/06","5","2","1","2","16"
"2005/06","5","2","2","1","180"
"2005/06","5","2","2","2","9"
"2005/06","5","2","5","1","91"
"2005/06","5","2","5","2","2"
"2005/06","5","5","1","1","290"
"2005/06","5","5","1","2","204"
"2005/06","5","5","2","1","146"
"2005/06","5","5","2","2","126"
"2005/06","5","5","5","1","600"
"2005/06","5","5","5","2","142"
"2005/06","5","6","1","1","30"
"2005/06","5","6","1","2","85"
"2005/06","5","6","2","1","45"
"2005/06","5","6","2","2","70"
"2005/06","5","6","5","1","14"
"2005/06","5","6","5","2","30"
"2005/06","5","8","1","1","228"
"2005/06","5","8","1","2","224"
"2005/06","5","8","2","1","58"
"2005/06","5","8","2","2","80"
"2005/06","5","12","1","1","96"
"2005/06","5","12","1","2","235"
"2005/06","5","12","2","1","43"
"2005/06","5","12","2","2","104"
"2005/06","5","12","5","1","41"
"2005/06","5","12","5","2","74"
"2005/06","6","1","1","1","75"
"2005/06","6","1","1","2","24"
"2005/06","6","1","2","1","63"
"2005/06","6","1","2","2","12"
"2005/06","6","2","1","1","253"
"2005/06","6","2","1","2","29"
"2005/06","6","2","2","1","165"
"2005/06","6","2","2","2","9"
"2005/06","6","2","5","1","82"
"2005/06","6","2","5","2","5"
"2005/06","6","5","1","1","277"
"2005/06","6","5","1","2","158"
"2005/06","6","5","2","1","129"
"2005/06","6","5","2","2","79"
"2005/06","6","5","5","1","141"
"2005/06","6","5","5","2","36"
"2005/06","6","6","1","1","46"
"2005/06","6","6","1","2","67"
"2005/06","6","6","2","1","20"
"2005/06","6","6","2","2","40"
"2005/06","6","8","1","1","85"
"2005/06","6","8","1","2","77"
"2005/06","6","8","2","1","14"
"2005/06","6","8","2","2","10"
"2005/06","6","12","1","1","47"
"2005/06","6","12","1","2","119"
"2005/06","6","12","2","1","20"
"2005/06","6","12","2","2","40"
"2005/06","7","1","1","1","266"
"2005/06","7","1","1","2","73"
"2005/06","7","1","2","1","100"
"2005/06","7","1","2","2","31"
"2005/06","7","1","5","1","34"
"2005/06","7","1","5","2","3"
"2005/06","7","2","1","1","911"
"2005/06","7","2","1","2","25"
"2005/06","7","2","2","1","382"
"2005/06","7","2","2","2","12"
"2005/06","7","2","5","1","186"
"2005/06","7","2","5","2","6"
"2005/06","7","5","1","1","361"
"2005/06","7","5","1","2","274"
"2005/06","7","5","2","1","270"
"2005/06","7","5","2","2","162"
"2005/06","7","5","5","1","258"
"2005/06","7","5","5","2","72"
"2005/06","7","12","1","1","73"
"2005/06","7","12","1","2","218"
"2005/06","7","12","2","1","38"
"2005/06","7","12","2","2","81"
"2005/06","7","12","5","1","9"
"2005/06","7","12","5","2","17"
"2005/06","10","1","1","1","184"
"2005/06","10","1","1","2","42"
"2005/06","10","1","2","1","91"
"2005/06","10","1","2","2","36"
"2005/06","10","1","3","1","15"
"2005/06","10","1","3","2","1"
"2005/06","10","1","5","1","3"
"2005/06","10","2","1","1","1073"
"2005/06","10","2","1","2","52"
"2005/06","10","2","5","1","103"
"2005/06","10","2","5","2","6"
"2005/06","10","3","1","1","253"
"2005/06","10","3","1","2","155"
"2005/06","10","3","2","1","162"
"2005/06","10","3","2","2","127"
"2005/06","10","5","1","1","1115"
"2005/06","10","5","1","2","626"
"2005/06","10","5","2","1","633"
"2005/06","10","5","2","2","364"
"2005/06","10","5","5","1","468"
"2005/06","10","5","5","2","153"
"2005/06","10","6","1","1","232"
"2005/06","10","6","1","2","230"
"2005/06","10","6","2","1","78"
"2005/06","10","6","2","2","85"
"2005/06","10","6","5","1","17"
"2005/06","10","6","5","2","55"
"2005/06","10","8","1","1","354"
"2005/06","10","8","1","2","544"
"2005/06","10","8","2","1","65"
"2005/06","10","8","2","2","104"
"2005/06","10","8","5","1","15"
"2005/06","10","8","5","2","73"
"2005/06","10","11","1","1","41"
"2005/06","10","11","1","2","225"
"2005/06","10","12","1","1","94"
"2005/06","10","12","1","2","281"
"2005/06","10","12","2","1","38"
"2005/06","10","12","2","2","118"
"2005/06","10","12","5","1","10"
"2005/06","10","12","5","2","18"
"2005/06","10","13","1","1","47"
"2005/06","10","13","1","2","161"
"2005/06","10","13","2","1","8"
"2005/06","10","13","2","2","46"
"2005/06","10","13","5","1","55"
"2005/06","10","13","5","2","92"
"2005/06","10","15","1","1","295"
"2005/06","10","15","1","2","441"
"2005/06","10","15","2","1","181"
"2005/06","10","15","2","2","1165"
"2005/06","10","15","5","1","12"
"2005/06","10","15","5","2","2"
"2005/06","14","5","1","1","331"
"2005/06","14","5","1","2","112"
"2005/06","14","5","2","1","45"
"2005/06","14","5","2","2","28"
"2005/06","14","5","5","1","700"
"2005/06","14","5","5","2","63"
"2005/06","17","15","1","1","836"
"2005/06","17","15","1","2","2146"
"2005/06","17","15","2","1","743"
"2005/06","17","15","2","2","3193"
"2005/06","17","15","3","1","108"
"2005/06","17","15","3","2","567"
"2005/06","17","15","5","1","8"
"2005/06","17","15","5","2","35"
"2005/06","18","8","1","1","697"
"2005/06","18","8","1","2","884"
"2005/06","18","8","2","1","60"
"2005/06","18","8","2","2","59"
"2005/06","18","8","5","1","16"
"2005/06","18","8","5","2","19"
"2005/06","18","12","1","1","82"
"2005/06","18","12","1","2","163"
"2005/06","18","12","2","1","36"
"2005/06","18","12","2","2","69"
"2005/06","18","12","5","1","28"
"2005/06","18","12","5","2","21"
"2006/07","1","1","1","1","132"
"2006/07","1","1","1","2","19"
"2006/07","1","1","2","1","234"
"2006/07","1","1","2","2","58"
"2006/07","1","1","3","1","6"
"2006/07","1","1","3","2","4"
"2006/07","1","1","5","1","26"
"2006/07","1","1","5","2","10"
"2006/07","1","2","1","1","598"
"2006/07","1","2","1","2","30"
"2006/07","1","2","2","1","663"
"2006/07","1","2","2","2","45"
"2006/07","1","2","5","1","363"
"2006/07","1","2","5","2","33"
"2006/07","1","3","1","1","6"
"2006/07","1","3","1","2","2"
"2006/07","1","3","2","1","3"
"2006/07","1","3","2","2","7"
"2006/07","1","4","1","1","116"
"2006/07","1","4","1","2","41"
"2006/07","1","4","2","1","115"
"2006/07","1","4","2","2","48"
"2006/07","1","5","1","1","259"
"2006/07","1","5","1","2","132"
"2006/07","1","5","2","1","341"
"2006/07","1","5","2","2","168"
"2006/07","1","5","5","1","252"
"2006/07","1","5","5","2","45"
"2006/07","1","6","1","1","19"
"2006/07","1","6","1","2","55"
"2006/07","1","6","2","1","26"
"2006/07","1","6","2","2","71"
"2006/07","1","7","1","1","30"
"2006/07","1","7","1","2","17"
"2006/07","1","7","2","1","37"
"2006/07","1","7","2","2","21"
"2006/07","1","7","5","1","7"
"2006/07","1","8","1","1","154"
"2006/07","1","8","1","2","169"
"2006/07","1","8","2","1","107"
"2006/07","1","8","2","2","123"
"2006/07","1","12","1","1","41"
"2006/07","1","12","1","2","126"
"2006/07","1","12","2","1","27"
"2006/07","1","12","2","2","122"
"2006/07","1","14","2","1","18"
"2006/07","1","14","2","2","58"
"2006/07","1","99","5","1","48"
"2006/07","1","99","5","2","84"
"2006/07","3","1","1","1","395"
"2006/07","3","1","1","2","131"
"2006/07","3","1","2","1","168"
"2006/07","3","1","2","2","62"
"2006/07","3","1","3","1","15"
"2006/07","3","1","3","2","4"
"2006/07","3","2","1","1","1808"
"2006/07","3","2","1","2","123"
"2006/07","3","2","2","1","694"
"2006/07","3","2","2","2","43"
"2006/07","3","2","5","1","107"
"2006/07","3","2","5","2","6"
"2006/07","3","3","1","1","224"
"2006/07","3","3","1","2","130"
"2006/07","3","3","2","1","107"
"2006/07","3","3","2","2","41"
"2006/07","3","4","1","1","32"
"2006/07","3","4","1","2","12"
"2006/07","3","4","2","1","4"
"2006/07","3","4","2","2","7"
"2006/07","3","5","1","1","1161"
"2006/07","3","5","1","2","902"
"2006/07","3","5","2","1","756"
"2006/07","3","5","2","2","529"
"2006/07","3","5","5","1","245"
"2006/07","3","5","5","2","72"
"2006/07","3","6","1","1","118"
"2006/07","3","6","1","2","218"
"2006/07","3","6","2","1","85"
"2006/07","3","6","2","2","115"
"2006/07","3","6","3","1","6"
"2006/07","3","6","3","2","5"
"2006/07","3","6","5","1","8"
"2006/07","3","6","5","2","7"
"2006/07","3","12","1","1","354"
"2006/07","3","12","1","2","1066"
"2006/07","3","12","2","1","113"
"2006/07","3","12","2","2","413"
"2006/07","3","14","1","1","180"
"2006/07","3","14","1","2","975"
"2006/07","3","14","2","1","77"
"2006/07","3","14","2","2","536"
"2006/07","3","14","5","1","4"
"2006/07","3","14","5","2","4"
"2006/07","3","15","1","1","4"
"2006/07","3","15","1","2","65"
"2006/07","3","99","5","1","11"
"2006/07","3","99","5","2","18"
"2006/07","4","1","1","1","84"
"2006/07","4","1","1","2","14"
"2006/07","4","1","2","1","118"
"2006/07","4","1","2","2","31"
"2006/07","4","1","3","1","26"
"2006/07","4","1","3","2","11"
"2006/07","4","1","5","1","12"
"2006/07","4","1","5","2","2"
"2006/07","4","2","1","1","629"
"2006/07","4","2","1","2","40"
"2006/07","4","2","2","1","607"
"2006/07","4","2","2","2","41"
"2006/07","4","2","5","1","155"
"2006/07","4","2","5","2","8"
"2006/07","4","3","1","1","33"
"2006/07","4","3","1","2","10"
"2006/07","4","3","2","1","122"
"2006/07","4","3","2","2","34"
"2006/07","4","3","5","1","52"
"2006/07","4","3","5","2","17"
"2006/07","4","5","1","1","371"
"2006/07","4","5","1","2","197"
"2006/07","4","5","2","1","667"
"2006/07","4","5","2","2","328"
"2006/07","4","5","5","1","403"
"2006/07","4","5","5","2","172"
"2006/07","4","6","1","1","82"
"2006/07","4","6","1","2","93"
"2006/07","4","6","2","1","124"
"2006/07","4","6","2","2","121"
"2006/07","4","8","1","1","29"
"2006/07","4","8","1","2","32"
"2006/07","4","8","2","1","28"
"2006/07","4","8","2","2","52"
"2006/07","4","12","1","1","123"
"2006/07","4","12","1","2","315"
"2006/07","4","12","2","1","141"
"2006/07","4","12","2","2","342"
"2006/07","4","12","5","1","75"
"2006/07","4","12","5","2","95"
"2006/07","4","13","1","1","10"
"2006/07","4","13","1","2","24"
"2006/07","4","13","2","1","40"
"2006/07","4","13","2","2","79"
"2006/07","4","15","1","1","173"
"2006/07","4","15","1","2","325"
"2006/07","4","15","2","1","152"
"2006/07","4","15","2","2","964"
"2006/07","4","15","3","1","4"
"2006/07","4","15","3","2","20"
"2006/07","4","15","5","1","11"
"2006/07","4","15","5","2","54"
"2006/07","5","1","1","1","77"
"2006/07","5","1","1","2","31"
"2006/07","5","1","2","1","110"
"2006/07","5","1","2","2","25"
"2006/07","5","2","1","1","226"
"2006/07","5","2","1","2","10"
"2006/07","5","2","2","1","371"
"2006/07","5","2","2","2","15"
"2006/07","5","2","5","1","84"
"2006/07","5","2","5","2","1"
"2006/07","5","5","1","1","175"
"2006/07","5","5","1","2","125"
"2006/07","5","5","2","1","338"
"2006/07","5","5","2","2","253"
"2006/07","5","5","5","1","561"
"2006/07","5","5","5","2","147"
"2006/07","5","6","1","1","18"
"2006/07","5","6","1","2","44"
"2006/07","5","6","2","1","72"
"2006/07","5","6","2","2","125"
"2006/07","5","6","5","1","14"
"2006/07","5","6","5","2","38"
"2006/07","5","8","1","1","176"
"2006/07","5","8","1","2","181"
"2006/07","5","8","2","1","111"
"2006/07","5","8","2","2","134"
"2006/07","5","12","1","1","68"
"2006/07","5","12","1","2","171"
"2006/07","5","12","2","1","92"
"2006/07","5","12","2","2","207"
"2006/07","5","12","5","1","39"
"2006/07","5","12","5","2","64"
"2006/07","6","1","1","1","53"
"2006/07","6","1","1","2","16"
"2006/07","6","1","2","1","102"
"2006/07","6","1","2","2","21"
"2006/07","6","2","1","1","187"
"2006/07","6","2","1","2","24"
"2006/07","6","2","2","1","249"
"2006/07","6","2","2","2","25"
"2006/07","6","2","5","1","59"
"2006/07","6","2","5","2","2"
"2006/07","6","5","1","1","219"
"2006/07","6","5","1","2","122"
"2006/07","6","5","2","1","204"
"2006/07","6","5","2","2","126"
"2006/07","6","5","5","1","119"
"2006/07","6","5","5","2","39"
"2006/07","6","6","1","1","33"
"2006/07","6","6","1","2","42"
"2006/07","6","6","2","1","37"
"2006/07","6","6","2","2","69"
"2006/07","6","8","1","1","68"
"2006/07","6","8","1","2","66"
"2006/07","6","8","2","1","27"
"2006/07","6","8","2","2","23"
"2006/07","6","8","5","1","2"
"2006/07","6","12","1","1","32"
"2006/07","6","12","1","2","81"
"2006/07","6","12","2","1","38"
"2006/07","6","12","2","2","79"
"2006/07","6","14","2","1","15"
"2006/07","6","14","2","2","55"
"2006/07","7","1","1","1","64"
"2006/07","7","1","1","2","15"
"2006/07","7","1","2","1","269"
"2006/07","7","1","2","2","78"
"2006/07","7","1","5","1","62"
"2006/07","7","1","5","2","6"
"2006/07","7","2","1","1","392"
"2006/07","7","2","1","2","21"
"2006/07","7","2","2","1","921"
"2006/07","7","2","2","2","31"
